Date,Traffic,CPU_Usage,Error_Rate
2026-02-22,932.3077999694041,36.59987639210755,0.020610780985063165
2026-02-23,1061.1676288840868,41.16126848580502,0.015162326302755734
2026-02-24,1103.0999522495952,41.46536236649341,0.002403150170229933
2026-02-25,1093.1280119116198,36.42824290986816,0.007578829635668743
2026-02-26,916.0782476777362,49.328872555723784,0.016334555745933114
2026-02-27,969.0787624148785,42.36916460455894,0.006461652671906097
2026-02-28,1033.1263431403563,34.04348251398676,0.012219097140731142
2026-03-01,1097.554512712236,43.28276804316915,0.013873170267146684
2026-03-02,952.082576215471,35.126591648863396,0.015365347642109586
2026-03-03,981.4341023336183,43.93542301871226,0.029702373219691
2026-03-04,889.3665025993972,45.79297789503702,0.023793663299654634
2026-03-05,880.3793375919329,35.89658840824145,0.044878061793328546
2026-03-06,1081.2525822394198,44.81688064622161,0.058737159243034194
2026-03-07,1135.6240028570824,42.063904634682494,0.06376108409017574
2026-03-08,992.7989878419667,44.11030079997245,0.08816205651965817
2026-03-09,1100.3532897892023,49.48396491326974,0.08284929311019683
2026-03-10,1036.1636025047635,38.77305941998565,0.09779977756651506
2026-03-11,935.4880245394876,36.23131917821255,0.11065370288643044
2026-03-12,1036.1395605508415,35.55242785187238,0.12720636644533057
2026-03-13,1153.803656646597,35.92094857517281,0.12282068924410279
2026-03-14,996.4173960890048,39.61449145292948,0.14581581876077476
2026-03-15,1156.4643655814007,41.70575987408322,0.15005116530509793
2026-03-16,738.0254895910256,41.3834539966501,0.15509245674476024
2026-03-17,1082.1902504375223,44.13591624518012,0.012310517371316354
2026-03-18,1008.7047068238171,40.065009459389536,0.01099529847786735
2026-03-19,970.0992649534132,47.26767038578659,0.006998915614206027
2026-03-20,1009.1760776535502,38.67671583381022,0.010349010424950095
2026-03-21,801.2431085399107,53.600845832948096,0.0080734320156912
2026-03-22,978.0328112162488,43.128336738825034,0.01056758672625624
2026-03-23,1035.7112571511746,35.714212217918586,0.013310653372605232
2026-03-24,1147.7894044741515,34.645537509694435,0.01793008408072676
2026-03-25,948.1729781726352,42.41236207621593,0.0038109225058657547
2026-03-26,919.1506397106813,38.88268607337075,0.020665166873281335
2026-03-27,249.8242956415463,43.57000247046046,0.00023956100238749057
2026-03-28,391.5402117702074,42.366188122867726,0.009241074524822084
2026-03-29,332.87511096596836,39.63585543671564,0.012941586032422882
2026-03-30,247.0239796232961,35.76603140965798,0.011404959338675164
2026-03-31,351.3267433113356,32.42576387657068,0.006886502400897031
2026-04-01,1009.707754934804,37.767425239664895,0.008959388748213623
2026-04-02,1096.864499053289,44.28199397161736,0.007534995326705834
2026-04-03,929.7946906122647,41.07046872065102,0.007053176215278942
2026-04-04,967.2337853402232,33.77130610644006,0.014248010485105125
2026-04-05,960.7891846867842,40.86590462925591,0.011785077429825238
2026-04-06,853.6485051867882,41.92658689864418,0.006535452023696729
2026-04-07,1029.6120277064576,35.580712818994336,0.014497999377166254
2026-04-08,1026.105527217989,40.768625529727636,0.011536497604383047
2026-04-09,1000.511345664246,40.29104359223,0.014064310594194801
2026-04-10,976.5412866624853,34.28514851084689,0.013148144209618061
